batch,car,nodes,length_m,travel_time,rho_mean,speed_kph,start_x,start_y,goal_x,goal_y
30,4,5,410.5,62.26,0.917,23.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
30,5,15,757.0,259.59,1.658,10.5,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
30,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
30,7,5,314.2,24.8,0.22,45.6,488631.179047366,5512022.554642968,488835.3889673353,5511937.387367015
30,8,30,858.3,147.34,0.708,21.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
31,0,4,358.2,41.0,1.017,31.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
31,1,21,980.7,200.05,1.171,17.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
31,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
31,3,6,243.0,18.54,0.186,47.2,489475.6250078953,5511909.17517744,489611.11977763043,5512015.712892384
31,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
31,5,8,717.7,118.95,1.073,21.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
31,6,30,858.3,144.85,0.72,21.3,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
31,7,5,410.5,60.31,0.892,24.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
31,8,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
32,0,21,980.7,167.56,1.122,21.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
32,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
32,2,4,358.2,40.16,1.193,32.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
32,3,4,358.2,50.55,1.193,25.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
32,4,2,60.1,3.64,0.244,59.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
32,5,15,757.0,187.01,1.291,14.6,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
32,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
32,7,4,358.2,63.79,1.193,20.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
32,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
33,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
33,1,4,358.2,45.47,1.299,28.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
33,2,4,358.2,57.41,1.299,22.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
33,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
33,4,21,980.7,157.88,0.958,22.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
33,5,8,717.7,102.28,0.822,25.3,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
33,6,4,358.2,72.21,1.299,17.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
33,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
34,0,7,741.6,70.01,0.667,38.1,489062.7672035188,5512951.354956505,488905.5053744782,5513537.697186124
34,1,11,68.0,6.3,0.389,38.9,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
34,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
34,3,13,671.0,103.28,1.15,23.4,489557.0215396248,5513147.744885332,489862.83108759683,5512714.270364838
34,4,15,757.0,149.39,1.102,18.2,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
34,5,4,358.2,60.79,1.335,21.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
34,6,2,60.1,3.65,0.255,59.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
34,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
34,8,5,410.5,83.93,1.079,17.6,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
35,0,6,243.0,18.56,0.207,47.1,489475.6250078953,5511909.17517744,489611.11977763043,5512015.712892384
35,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
35,2,21,980.7,137.1,1.267,25.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
35,3,21,980.7,181.88,1.267,19.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
35,4,43,1121.3,239.22,0.791,16.9,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
35,5,4,358.2,50.76,1.19,25.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
35,6,5,410.5,71.97,0.989,20.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
36,0,4,358.2,45.58,1.297,28.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
36,1,5,410.5,65.68,1.081,22.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
36,2,2,60.1,3.65,0.258,59.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
36,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
36,4,17,808.5,144.84,1.094,20.1,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
36,5,8,717.7,96.16,0.734,26.9,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
36,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
36,7,4,358.2,72.37,1.297,17.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
37,0,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
37,1,5,410.5,57.42,1.186,25.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
37,2,8,717.7,77.99,0.641,33.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
37,3,4,358.2,62.02,1.362,20.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
37,4,5,410.5,87.67,1.186,16.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
37,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
37,6,2,60.1,3.74,0.655,57.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
37,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
37,8,2,60.1,4.17,0.655,51.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
37,9,2,60.1,4.9,0.655,44.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
38,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
38,1,8,717.7,70.19,0.692,36.8,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
38,2,5,410.5,60.7,1.199,24.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
38,3,5,88.6,11.1,0.202,28.7,489603.47737474774,5511951.632139955,489611.11977763043,5512015.712892384
38,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
38,5,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
38,6,4,358.2,64.85,1.4,19.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
38,7,4,358.2,81.15,1.4,15.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
38,8,21,980.7,124.96,0.666,28.3,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
39,0,4,358.2,52.82,1.035,24.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
39,1,8,717.7,72.35,0.901,35.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
39,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
39,3,21,980.7,127.76,1.104,27.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
39,4,38,919.6,139.89,0.64,23.7,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
39,5,21,980.7,206.47,1.104,17.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
39,6,2,60.1,3.91,0.402,55.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
40,0,4,358.2,40.69,0.815,31.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
40,1,8,717.7,86.91,0.92,29.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
40,2,21,980.7,171.46,1.108,20.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
40,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
40,4,37,897.6,185.85,0.728,17.4,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
40,5,2,60.1,3.92,0.408,55.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
40,6,18,612.0,124.11,0.213,17.8,488905.0044302181,5513065.758884441,488859.209428176,5512832.952139652
41,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
41,1,5,410.5,42.87,0.741,34.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
41,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
41,3,4,358.2,43.77,0.878,29.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
41,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
41,5,21,980.7,156.91,1.16,22.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
41,6,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
41,7,21,980.7,209.65,1.16,16.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
41,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
42,0,2,60.1,3.72,0.48,58.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
42,1,5,410.5,44.57,0.786,33.2,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
42,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
42,3,2,60.1,4.14,0.48,52.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
42,4,21,980.7,156.62,1.191,22.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
42,5,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
42,6,4,358.2,45.76,0.916,28.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
42,7,21,980.7,210.35,1.191,16.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
43,0,21,980.7,157.23,1.134,22.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
43,1,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
43,2,15,757.0,167.5,1.238,16.3,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
43,3,2,60.1,4.06,0.621,53.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
43,4,2,60.1,4.73,0.621,45.8,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
43,5,4,358.2,37.52,0.744,34.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
43,6,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
44,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
44,1,2,60.1,4.36,0.54,49.6,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
44,2,4,358.2,33.64,0.835,38.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
44,3,5,410.5,49.38,0.712,29.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
44,4,8,717.7,75.0,0.679,34.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
44,5,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
44,6,21,980.7,166.64,0.966,21.2,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
45,0,11,68.0,6.13,0.284,39.9,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
45,1,21,980.7,136.73,0.987,25.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
45,2,11,432.1,82.61,0.203,18.8,489187.5630011093,5512635.64036042,488918.4753544103,5512562.606148558
45,3,4,358.2,35.6,0.89,36.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
45,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
45,5,2,60.1,4.17,0.657,51.8,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
45,6,14,696.9,136.13,1.12,18.4,489543.1665336083,5513169.685356457,489862.83108759683,5512714.270364838
45,7,4,358.2,44.38,0.89,29.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
45,8,2,60.1,4.91,0.657,44.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
46,0,8,717.7,73.65,0.774,35.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
46,1,8,717.7,90.4,0.774,28.6,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
46,2,5,410.5,44.58,0.773,33.1,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
46,3,4,358.2,46.15,0.923,27.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
46,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
46,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
47,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
47,1,5,410.5,45.65,0.66,32.4,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
47,2,8,717.7,76.32,0.772,33.9,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
47,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
47,4,2,60.1,3.91,0.57,55.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
47,5,2,60.1,4.49,0.57,48.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
47,6,21,980.7,131.45,0.685,26.9,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
47,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
48,0,2,60.1,4.24,0.509,51.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
48,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
48,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
48,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
48,4,5,410.5,41.88,0.592,35.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
48,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
48,6,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
49,0,21,980.7,99.02,0.927,35.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
49,1,2,60.1,4.11,0.638,52.6,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
49,2,5,410.5,40.04,0.747,36.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
49,3,16,779.0,100.84,1.008,27.8,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
49,4,21,980.7,157.35,0.927,22.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
49,5,2,60.1,4.81,0.638,45.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
49,6,5,410.5,48.77,0.747,30.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
50,0,21,980.7,132.29,1.286,26.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
50,1,5,410.5,43.58,0.935,33.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
50,2,21,980.7,176.84,1.286,20.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
50,3,4,358.2,42.53,1.048,30.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
50,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
50,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
50,6,43,1121.3,234.53,0.726,17.2,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
50,7,4,358.2,53.64,1.048,24.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
51,0,8,717.7,76.87,0.695,33.6,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
51,1,21,474.4,46.89,0.199,36.4,488516.41329422256,5512654.168715856,488918.4753544103,5512562.606148558
51,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
51,3,2,60.1,3.89,0.397,55.6,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
51,4,4,358.2,41.05,0.823,31.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
51,5,17,808.5,154.82,1.084,18.8,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
52,0,21,980.7,140.51,1.334,25.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
52,1,21,980.7,188.2,1.334,18.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
52,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
52,3,5,410.5,43.38,0.816,34.1,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
52,4,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
52,5,5,410.5,53.48,0.816,27.6,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
52,6,43,1121.3,248.81,0.794,16.2,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
53,0,8,717.7,79.66,0.622,32.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
53,1,5,410.5,45.78,1.273,32.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
53,2,5,410.5,57.1,1.273,25.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
53,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
53,4,2,60.1,3.72,0.476,58.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
53,5,2,60.1,4.12,0.476,52.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
53,6,5,410.5,72.18,1.273,20.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
53,7,5,410.5,91.02,1.273,16.2,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
53,8,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
54,0,5,410.5,62.44,1.301,23.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
54,1,5,410.5,79.0,1.301,18.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
54,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
54,3,21,980.7,124.39,0.998,28.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
54,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
54,5,2,60.1,4.05,0.452,53.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
54,6,21,980.7,165.49,0.998,21.3,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
54,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
54,8,4,358.2,78.1,1.368,16.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
55,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
55,1,5,410.5,64.01,0.977,23.1,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
55,2,4,92.4,6.05,0.167,55.0,489518.7301480187,5512016.247011467,489611.11977763043,5512015.712892384
55,3,15,757.0,106.91,1.106,25.5,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
55,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
55,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
55,6,17,808.5,150.34,1.073,19.4,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
56,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
56,1,11,286.4,33.39,0.233,30.9,489375.8706610732,5512418.031517273,489588.67131324,5512375.202122719
56,2,17,152.0,13.72,0.295,39.9,489795.81261454814,5512769.964457472,489862.83108759683,5512714.270364838
56,3,2,60.1,3.75,0.33,57.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
56,4,4,358.2,40.12,0.804,32.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
56,5,8,644.3,79.7,0.21,29.1,489210.5129201945,5512407.819162987,489357.8995958957,5511864.233087387
56,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
57,0,8,717.7,60.98,0.404,42.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
57,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
57,2,4,358.2,34.89,0.871,37.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
57,3,4,358.2,43.4,0.871,29.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
57,4,2,60.1,3.82,0.531,56.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
57,5,11,68.0,6.41,0.427,38.2,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
57,6,2,60.1,4.33,0.531,50.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
58,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
58,1,5,410.5,44.34,1.172,33.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
58,2,5,410.5,54.74,1.172,27.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
58,3,21,980.7,97.7,0.479,36.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
58,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
58,5,5,410.5,68.89,1.172,21.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
58,6,4,358.2,72.29,1.3,17.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
58,7,11,68.0,6.73,0.506,36.4,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
59,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
59,1,5,410.5,59.14,1.095,25.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
59,2,5,410.5,74.6,1.095,19.8,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
59,3,2,60.1,3.8,0.358,56.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
59,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
59,5,21,980.7,100.29,0.535,35.2,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
59,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
60,0,21,980.7,102.31,1.249,34.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
60,1,21,980.7,131.12,1.249,26.9,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
60,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
60,3,4,358.2,44.69,1.285,28.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
60,4,21,980.7,175.71,1.249,20.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
60,5,39,949.1,195.54,0.725,17.5,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
60,6,4,358.2,56.42,1.285,22.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
60,7,4,358.2,71.0,1.285,18.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
61,0,16,779.0,132.19,1.078,21.2,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
61,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
61,2,5,410.5,57.19,0.998,25.8,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
61,3,2,60.1,3.7,0.462,58.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
61,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
61,5,4,358.2,61.3,1.16,21.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
61,6,8,717.7,88.25,0.657,29.3,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
61,7,2,60.1,4.08,0.462,53.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
61,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
62,0,4,358.2,44.4,1.085,29.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
62,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
62,2,5,410.5,64.64,0.941,22.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
62,3,15,757.0,112.09,0.895,24.3,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
63,0,2,60.1,3.76,0.666,57.6,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
63,1,4,358.2,42.11,1.04,30.6,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
63,2,21,980.7,119.76,1.196,29.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
63,3,4,358.2,53.09,1.04,24.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
63,4,21,980.7,157.93,1.196,22.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
