batch,car,nodes,length_m,travel_time,rho_mean,speed_kph,start_x,start_y,goal_x,goal_y
63,5,21,980.7,211.87,1.196,16.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
63,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
63,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
63,8,2,60.1,4.21,0.666,51.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
63,9,2,60.1,4.96,0.666,43.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
64,0,5,314.2,24.8,0.219,45.6,488631.179047366,5512022.554642968,488835.3889673353,5511937.387367015
64,1,8,717.7,75.82,0.681,34.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
64,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
64,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
64,4,2,60.1,4.47,0.733,48.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
64,5,21,980.7,172.41,1.002,20.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
64,6,2,60.1,5.34,0.733,40.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
64,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
64,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
65,0,8,717.7,75.25,0.716,34.3,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
65,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
65,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
65,3,4,358.2,31.4,0.569,41.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
65,4,21,980.7,153.68,0.886,23.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
65,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
66,0,5,410.5,38.09,0.614,38.8,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
66,1,2,60.1,3.98,0.431,54.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
66,2,4,358.2,36.95,0.73,34.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
66,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
66,4,17,808.5,110.13,1.046,26.4,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
66,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
66,6,21,980.7,167.15,0.977,21.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
67,0,8,717.7,73.75,0.93,35.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
67,1,21,980.7,150.69,1.131,23.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
67,2,43,1121.3,197.36,0.788,20.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
67,3,5,410.5,41.18,0.76,35.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
67,4,5,410.5,50.21,0.76,29.4,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
67,5,30,858.3,121.24,0.585,25.5,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
68,0,2,60.1,3.74,0.655,57.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
68,1,15,757.0,126.02,0.965,21.6,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
68,2,2,60.1,4.17,0.655,51.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
68,3,2,60.1,4.9,0.655,44.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
68,4,5,410.5,44.21,1.139,33.4,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
68,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
68,6,5,410.5,54.89,1.139,26.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
68,7,4,358.2,55.69,1.274,23.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
68,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
68,9,4,358.2,70.11,1.274,18.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
69,0,21,980.7,128.0,1.451,27.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
69,1,21,980.7,170.17,1.451,20.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
69,2,16,779.0,190.77,1.57,14.7,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
69,3,4,358.2,48.17,1.153,26.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
69,4,5,410.5,70.55,1.025,20.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
69,5,43,1121.3,283.54,1.033,14.2,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
69,6,30,858.3,140.43,0.726,22.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
70,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
70,1,21,980.7,195.78,1.6,18.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
70,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
70,3,21,980.7,260.82,1.6,13.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
70,4,43,1121.3,341.54,1.092,11.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
70,5,2,60.1,3.91,0.402,55.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
70,6,5,410.5,53.39,0.957,27.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
70,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
70,8,4,358.2,55.78,1.081,23.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
71,0,4,358.2,41.99,1.232,30.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
71,1,2,60.1,3.92,0.408,55.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
71,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
71,3,5,410.5,61.86,1.062,23.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
71,4,4,358.2,66.75,1.232,19.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
71,5,8,717.7,91.08,0.823,28.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
71,6,21,980.7,229.77,1.245,15.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
71,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
72,0,5,410.5,55.5,1.32,26.6,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
72,1,8,717.7,83.84,0.966,30.8,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
72,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
72,3,4,358.2,59.02,1.517,21.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
72,4,5,410.5,84.86,1.32,17.4,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
72,5,4,358.2,92.14,1.517,14.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
72,6,21,474.4,46.89,0.197,36.4,488516.41329422256,5512654.168715856,488918.4753544103,5512562.606148558
72,7,8,717.7,104.79,0.966,24.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
72,8,36,837.5,156.51,0.702,19.3,489543.1665336083,5513169.685356457,489862.83108759683,5512714.270364838
73,0,8,717.7,89.08,1.159,29.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
73,1,8,717.7,112.88,1.159,22.9,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
73,2,2,60.1,3.72,0.48,58.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
73,3,43,1121.3,180.5,0.768,22.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
73,4,5,410.5,67.09,1.184,22.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
73,5,2,60.1,4.14,0.48,52.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
73,6,15,757.0,197.24,1.242,13.8,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
73,7,5,410.5,84.31,1.184,17.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
73,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
74,0,2,60.1,4.06,0.455,53.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
74,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
74,2,15,757.0,135.58,1.045,20.1,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
74,3,5,410.5,59.44,1.052,24.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
74,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
74,5,4,358.2,61.92,1.168,20.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
74,6,8,717.7,122.24,1.003,21.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
74,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
75,0,2,60.1,4.01,0.44,54.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
75,1,6,243.0,18.54,0.183,47.2,489475.6250078953,5511909.17517744,489611.11977763043,5512015.712892384
75,2,4,358.2,44.67,0.895,28.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
75,3,21,980.7,138.56,1.029,25.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
75,4,21,980.7,182.61,1.029,19.3,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
75,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
75,6,30,858.3,123.74,0.544,25.0,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
75,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
76,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
76,1,4,358.2,37.01,0.926,34.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
76,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
76,3,2,60.1,3.98,0.43,54.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
76,4,8,717.7,90.43,0.896,28.6,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
76,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
76,6,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
76,7,21,980.7,167.1,0.902,21.1,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
76,8,4,358.2,46.33,0.926,27.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
76,9,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
77,0,2,60.1,3.97,0.592,54.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
77,1,4,358.2,37.77,1.333,34.1,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
77,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
77,3,4,358.2,47.36,1.333,27.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
77,4,4,358.2,59.8,1.333,21.6,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
77,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
77,6,2,60.1,4.58,0.592,47.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
77,7,4,358.2,75.1,1.333,17.2,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
78,0,21,980.7,105.47,0.61,33.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
78,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
78,2,5,410.5,57.9,0.819,25.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
78,3,8,717.7,75.71,0.63,34.1,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
78,4,2,60.1,4.29,0.522,50.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
78,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
79,0,2,60.1,4.14,0.48,52.3,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
79,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
79,2,11,68.0,6.15,0.308,39.8,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
79,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
79,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
79,5,21,980.7,110.36,0.613,32.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
79,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
80,0,21,980.7,108.1,0.851,32.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
80,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
80,2,8,717.7,74.33,0.706,34.8,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
80,3,17,808.5,131.1,0.918,22.2,489468.69902200956,5513252.214738142,489862.83108759683,5512714.270364838
80,4,4,358.2,30.95,0.552,41.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
80,5,5,88.6,11.1,0.195,28.7,489603.47737474774,5511951.632139955,489611.11977763043,5512015.712892384
80,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
81,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
81,1,21,980.7,127.86,0.795,27.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
81,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
81,3,4,358.2,30.26,0.72,42.6,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
81,4,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
81,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
81,6,5,410.5,44.13,0.606,33.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
81,7,8,717.7,88.46,0.731,29.2,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
81,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
82,0,2,60.1,3.67,0.437,59.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
82,1,2,60.1,4.0,0.437,54.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
82,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
82,3,4,358.2,33.17,1.016,38.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
82,4,4,358.2,40.94,1.016,31.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
82,5,21,980.7,124.01,0.725,28.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
82,6,4,358.2,51.57,1.016,25.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
83,0,2,60.1,3.98,0.762,54.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
83,1,5,410.5,47.76,0.872,30.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
83,2,15,757.0,91.15,0.703,29.9,489506.40551119833,5513217.219580263,489862.83108759683,5512714.270364838
83,3,2,60.1,4.6,0.762,47.0,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
83,4,5,410.5,59.02,0.872,25.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
83,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
83,6,2,60.1,5.53,0.762,39.2,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
84,0,4,358.2,39.66,0.988,32.5,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
84,1,5,410.5,58.4,0.865,25.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
84,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
84,3,2,60.1,4.74,0.791,45.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
84,4,21,980.7,108.6,0.859,32.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
84,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
84,6,2,60.1,5.71,0.791,37.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
84,7,21,980.7,140.99,0.859,25.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
85,0,4,358.2,39.38,0.982,32.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
85,1,21,980.7,124.58,0.911,28.3,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
85,2,10,536.8,93.27,1.125,20.7,489611.0148971678,5513025.219971585,489862.83108759683,5512714.270364838
85,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
85,4,8,717.7,93.11,0.7,27.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
85,5,2,0.0,0.0,0.0,0.0,488835.3889673353,5511937.387367015,488835.3889673353,5511937.387367015
85,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
85,7,5,410.5,58.04,0.861,25.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
86,0,2,60.1,4.05,0.451,53.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
86,1,21,980.7,134.44,1.066,26.3,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
86,2,8,717.7,90.99,0.799,28.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
86,3,43,1121.3,192.58,0.616,21.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
86,4,5,410.5,47.75,0.712,30.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
87,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
87,1,2,60.1,4.0,0.604,54.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
87,2,21,980.7,148.18,0.887,23.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
87,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
87,4,2,60.1,4.64,0.604,46.6,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
87,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
88,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
88,1,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
88,2,9,61.4,5.6,0.343,39.5,489877.59626757685,5512761.716728557,489862.83108759683,5512714.270364838
88,3,4,358.2,29.12,0.865,44.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
88,4,5,410.5,42.58,0.744,34.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
88,5,4,358.2,43.11,0.865,29.9,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
88,6,2,60.1,4.32,0.529,50.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
88,7,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
89,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
89,1,8,717.7,60.53,0.412,42.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
89,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
89,3,5,410.5,44.41,0.838,33.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
89,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
89,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
89,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
89,7,2,60.1,4.15,0.484,52.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
89,8,5,410.5,54.94,0.838,26.9,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
90,0,5,410.5,46.45,0.699,31.8,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
90,1,8,717.7,60.99,0.554,42.4,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
90,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
90,3,11,68.0,6.25,0.356,39.2,489878.3859119593,5512768.074769724,489862.83108759683,5512714.270364838
90,4,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
90,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
90,6,21,980.7,104.44,0.499,33.8,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
91,0,21,980.7,103.69,0.832,34.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
91,1,2,60.1,3.77,0.341,57.4,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
91,2,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
91,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
91,4,4,358.2,33.54,0.638,38.4,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
91,5,21,980.7,132.31,0.832,26.7,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
91,6,8,717.7,90.19,0.747,28.6,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
91,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
91,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
92,0,2,60.1,3.83,0.538,56.5,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
92,1,21,980.7,126.57,0.957,27.9,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
92,2,16,779.0,136.58,1.042,20.5,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
92,3,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
92,4,30,858.3,103.94,0.404,29.7,490017.1493407046,5512613.3871029215,489862.83108759683,5512714.270364838
92,5,2,60.1,4.35,0.538,49.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
92,6,5,410.5,39.66,0.731,37.3,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
92,7,5,410.5,48.1,0.731,30.7,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
93,0,2,60.1,4.17,0.656,51.9,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
93,1,21,980.7,138.81,1.304,25.4,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
93,2,2,60.1,4.9,0.656,44.1,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
93,3,21,980.7,185.34,1.304,19.0,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
93,4,43,1121.3,245.01,0.831,16.5,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
93,5,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
93,6,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
93,7,5,410.5,43.24,0.634,34.2,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
94,0,4,358.2,31.99,1.367,40.3,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
94,1,21,980.7,171.19,1.03,20.6,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
94,2,2,60.1,4.45,0.56,48.7,489639.2652545412,5511962.5925181685,489611.11977763043,5512015.712892384
94,3,5,410.5,48.03,1.26,30.8,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
94,4,5,410.5,60.09,1.26,24.6,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
94,5,4,358.2,62.21,1.367,20.7,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
94,6,5,410.5,91.69,1.26,16.1,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
94,7,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
94,8,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
95,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
95,1,4,358.2,51.5,1.403,25.0,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
95,2,5,88.6,11.1,0.192,28.7,489603.47737474774,5511951.632139955,489611.11977763043,5512015.712892384
95,3,4,358.2,64.97,1.403,19.8,488669.5413519151,5513638.393961628,488905.5053744782,5513537.697186124
95,4,16,779.0,112.2,1.127,25.0,489490.83191282937,5513232.770646456,489862.83108759683,5512714.270364838
95,5,21,980.7,177.59,1.05,19.9,489335.1256048606,5513360.688739832,489862.83108759683,5512714.270364838
95,6,5,410.5,92.4,1.243,16.0,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
96,0,2,0.0,0.0,0.0,0.0,489357.8995958957,5511864.233087387,489357.8995958957,5511864.233087387
96,1,5,410.5,62.78,1.138,23.5,488617.2865644318,5513636.691549854,488905.5053744782,5513537.697186124
96,2,2,0.0,0.0,0.0,0.0,488905.5053744782,5513537.697186124,488905.5053744782,5513537.697186124
