49.838899,-123.070285
49.848354,-123.145016
49.810019,-123.107536
49.773479,-123.095078
49.792338,-123.105923
49.814514,-123.114070
49.853724,-123.064041
49.750355,-123.075849
49.759568,-123.146124
49.707017,-123.074130
49.856143,-123.162902
49.753760,-123.116999
49.807472,-123.110449
49.723379,-123.064250
49.777844,-123.166555
49.703740,-123.133758
49.820219,-123.153720
49.740365,-123.049228
49.833379,-123.211127
49.771714,-123.101107
49.747142,-123.108046
49.790394,-123.177284
49.740390,-123.128748
49.723170,-123.047516
49.795197,-123.184143
49.714733,-123.068639
49.820271,-123.117271
49.749479,-123.073819
49.697727,-123.159320
49.819497,-123.178754
49.792735,-123.151735
49.783499,-123.122332
49.812280,-123.117051
49.816008,-123.084651
49.727719,-123.142847
49.759489,-123.097914
49.757016,-123.134532
49.710526,-123.157436
49.804250,-123.115056
49.875735,-123.229984
49.777232,-123.085993
49.724230,-123.087270
49.874490,-123.107804
49.790791,-123.093763
49.751896,-123.110106
49.787286,-123.117497
49.878866,-123.251312
49.736702,-123.065452
49.693996,-123.155849
49.765439,-123.099713
49.708757,-123.099901
49.831287,-123.182316
49.737121,-123.098403
49.700246,-123.140076
49.743220,-123.119595
49.701696,-123.158414
49.747194,-123.070210
49.788375,-123.154010
49.788714,-123.162791
49.778444,-123.161287
49.803314,-123.115101
49.804257,-123.114128
49.735835,-123.120056
49.813442,-123.122432
49.702095,-123.158256
49.789118,-123.181902
49.698489,-123.159888
49.704453,-123.149427
49.809979,-123.135866
49.879027,-123.135625
49.758097,-123.140602
49.742061,-123.079796
49.872604,-123.175766
49.722667,-123.150781
49.770630,-123.155533
49.792689,-123.097982
49.715772,-123.149366
49.776629,-123.144084
49.684010,-123.116305
49.704348,-123.153794
49.782030,-123.146873
49.861306,-123.142780
49.847996,-123.188938
49.689232,-123.058515
49.723481,-123.069738
49.799034,-123.130342
49.808397,-123.130528
49.792605,-123.151869
49.703256,-123.102292
49.696600,-123.100776
49.716730,-123.055977
49.853860,-123.063186
49.736525,-123.089812
49.823150,-123.086778
49.767336,-123.141794
49.751388,-123.089296
49.793635,-123.064051
49.740515,-123.026093
49.727703,-123.089652
49.761786,-123.048004
49.838152,-123.213054
49.674981,-123.075543
49.762774,-123.162130
49.819937,-123.125516
49.697821,-123.126225
49.701664,-123.139059
49.760719,-123.157828
49.807556,-123.110775
49.702785,-123.130210
49.788397,-123.098010
49.784724,-123.080947
49.749655,-123.141250
49.774246,-123.100635
49.781760,-123.119683
49.877045,-123.145398
49.816015,-123.151090
49.785575,-123.127439
49.808572,-123.112113
49.765965,-123.097004
49.713271,-123.057328
49.786757,-123.149609
49.811563,-123.118020
49.703348,-123.080467
49.722271,-123.075213
49.738202,-123.073588
49.803764,-123.113824
49.722639,-123.045390
49.753955,-123.136075
49.864877,-123.235642
49.725836,-123.143745
49.780540,-123.166428
49.736282,-123.139302
49.836138,-123.070470
49.702637,-123.019152
49.734275,-123.136836
49.798554,-123.117723
49.832678,-123.184334
49.876227,-123.157834
49.830470,-123.185258
49.790808,-123.133205
49.838851,-123.091550
49.736048,-123.118101
49.726727,-123.138864
49.777260,-123.143510
49.834323,-123.135160
49.739819,-123.101056
49.825303,-123.096499
49.740443,-123.128890
49.711640,-123.080978
49.703738,-123.132652
49.704742,-123.144926
49.738176,-123.105437
49.782670,-123.147582
49.829218,-123.095434
49.707330,-123.073316
49.798964,-123.075018
49.782355,-123.101052
49.775294,-123.160805
49.753644,-123.133264
49.708862,-123.099786
49.800380,-123.126652
49.740555,-123.096625
49.700227,-123.144391
49.873135,-123.235432
49.806564,-123.099822
49.792080,-123.101789
49.793930,-123.174605
49.800037,-123.086495
49.801835,-123.121516
49.771804,-123.163966
49.696939,-123.097647
49.846442,-123.197083
49.702711,-123.103067
49.703191,-123.156855
49.801264,-123.185459
49.712465,-123.071508
49.702452,-123.087124
49.781426,-123.102228
49.796211,-123.158084
49.716859,-123.044642
49.745175,-123.098041
49.745163,-123.108346
49.803192,-123.114416
49.834521,-123.183196
49.773357,-123.152337
49.887310,-123.252498
49.699230,-123.144054
49.721765,-123.002555
49.701187,-123.132380
49.693695,-123.067055
49.728022,-123.130188
49.721903,-123.076055
49.719458,-123.094986
49.770872,-123.094512
49.856486,-123.194838
49.709904,-123.142182
49.848916,-123.075870
49.716298,-123.089554
49.723457,-123.142160
49.755001,-123.127316
49.870873,-123.136089
49.762688,-123.104972
49.761754,-123.159111
49.743327,-123.141981
49.739443,-123.119929
49.822247,-123.085625
49.749651,-123.115986
49.702224,-123.073999
49.736964,-123.138936
49.748627,-123.109362
49.768693,-123.104239
49.805737,-123.123916
49.850872,-123.116548
49.800907,-123.123632
49.741699,-123.137056
49.739815,-123.134718
49.700839,-123.073191
49.716592,-123.063553
49.742025,-123.125684
49.813223,-123.120143
49.827637,-123.093331
49.817561,-123.153926
49.824745,-123.214357
49.742625,-123.112884
49.817776,-123.159026
49.739652,-123.127537
49.744634,-123.053120
49.792414,-123.152602
49.788294,-123.153198
49.823636,-123.100358
49.824717,-123.121369
49.739404,-123.124848
49.739335,-123.124948
49.711594,-123.030020
49.703142,-123.156857
49.780637,-123.165942
49.729741,-123.122349
49.860487,-123.236275
49.823179,-123.127620
49.753327,-123.055970
49.845976,-123.120989
49.709559,-123.152580
49.788553,-123.156585
49.703036,-123.148307
49.722310,-123.027587
49.718256,-123.141510
49.759203,-123.142001
49.716848,-123.090903
49.790327,-123.149991
49.759053,-123.089882
49.730480,-123.145638
49.830813,-123.187647
49.736565,-123.101634
49.777617,-123.166429
49.775092,-123.161493
49.727718,-123.127009
49.736312,-123.140598
49.782689,-123.089798
49.850037,-123.159357
49.705686,-123.090826
49.698118,-123.157868
49.712138,-123.082244
49.873152,-123.112224
49.709662,-123.153548
49.737999,-123.133733
49.692261,-123.158772
49.789442,-123.152385
49.756872,-123.090187
49.700940,-123.141245
49.758778,-123.140473
49.695441,-123.144174
49.716355,-123.090943
49.714532,-123.038408
49.796547,-123.158061
49.861446,-123.146020
49.804324,-123.115171
49.718394,-123.148180
49.787470,-123.134430
49.796598,-123.134588
49.746247,-123.139663
49.820419,-123.117868
49.746316,-123.114473
49.700769,-123.144605
49.871254,-123.120303
49.844307,-123.143725
49.893311,-123.259630
49.727706,-123.155732
49.815608,-123.169442
49.805343,-123.113422
49.750868,-123.084422
49.715087,-123.066219
49.757423,-123.100262
49.755233,-123.105529
49.715949,-123.136667
49.875520,-123.238909
49.837764,-123.099001
49.829180,-123.095316
49.706520,-123.110023
49.826350,-123.121264
49.690211,-123.159566
49.713873,-123.038120
49.792789,-123.131098
49.788398,-123.152813
49.781951,-123.119840
49.792605,-123.101784
49.793241,-123.175412
49.775482,-123.139304
49.681640,-123.118009
49.762732,-123.160514
49.773172,-123.091916
49.833123,-123.149810
49.808594,-123.106612
49.703767,-123.134169
49.744887,-123.137925
49.720478,-123.130502
49.781735,-123.097719
49.758519,-123.093090
49.748820,-123.104701
49.882182,-123.233133
49.722516,-123.165032
49.793529,-123.129984
49.727862,-123.091471
49.696549,-123.144105
49.827878,-123.121774
49.800053,-123.158053
49.741674,-123.130319
49.783013,-123.127739
49.677855,-123.157060
49.862888,-123.145611
49.707474,-123.145813
49.705873,-123.120392
49.790130,-123.151207
49.792928,-123.151543
49.709129,-123.157041
49.714158,-123.069507
49.743919,-123.106429
49.804634,-123.122874
49.749963,-123.051797
49.874113,-123.154936
49.696038,-123.143585
49.768934,-123.151885
49.791069,-123.101838
49.697547,-123.145780
49.771911,-123.141659
49.740502,-123.087420
49.789467,-123.117087
49.848802,-123.145665
49.715970,-123.091491
49.697346,-123.146623
49.861036,-123.236110
49.739937,-123.135034
49.704749,-123.145988
49.744062,-123.095799
49.814429,-123.121101
49.812893,-123.119957
49.799698,-123.129066
49.760484,-123.138895
49.849171,-123.147328
49.714202,-123.045273
49.782274,-123.167242
49.852541,-123.148812
49.721245,-123.006287
49.713798,-123.067970
49.793666,-123.166996
49.738832,-123.126933
49.694712,-123.155147
49.795805,-123.113365
49.803917,-123.066949
49.691517,-123.147111
49.783153,-123.157373
49.719857,-123.163404
49.800170,-123.186604
49.773605,-123.088537
49.810399,-123.155042
49.830694,-123.185868
49.732987,-123.138701
49.682208,-123.085488
49.692784,-123.145662
49.689917,-123.089779
49.696736,-123.097012
49.704855,-123.153777
49.797632,-123.074993
49.874362,-123.235252
49.715774,-123.081485
49.738253,-123.133758
49.727368,-123.136908
49.687236,-123.167726
49.790033,-123.150999
49.813271,-123.151542
49.825566,-123.096805
49.841953,-123.158849
49.758836,-123.093699
49.698283,-123.153632
49.815306,-123.095846
49.714338,-123.034671
49.713171,-123.056600
49.747808,-123.072153
49.785431,-123.127001
49.804368,-123.112744
49.659451,-123.051623
49.800544,-123.156646
49.784863,-123.093049
49.804531,-123.114922
49.744426,-123.107911
49.703806,-123.148568
49.741511,-123.097934
49.786326,-123.118296
49.703764,-123.101437
49.769960,-123.154079
49.742964,-123.045956
49.738117,-123.134948
49.782726,-123.166330
49.697792,-123.159273
49.845331,-123.144540
49.708646,-123.025750
49.726822,-123.137939
49.853527,-123.056145
49.730795,-123.157991
49.806710,-123.106112
49.696328,-123.128521
49.738650,-123.051699
49.701811,-123.099551
49.889394,-123.253650
49.737220,-123.138419
49.708614,-123.099061
49.813211,-123.113114
49.822393,-123.120665
49.850856,-123.148133
49.848042,-123.076833
49.715961,-123.062866
49.805341,-123.109926
49.753532,-123.091492
49.706576,-123.162926
49.791628,-123.104801
49.713512,-123.039268
49.664482,-123.060426
49.714855,-123.088589
49.739525,-123.052271
49.865382,-123.110351
49.687352,-123.167497
49.759299,-123.138909
49.722556,-123.152354
49.708792,-123.098965
49.857298,-123.112901
49.715986,-123.045844
49.864239,-123.235472
49.763526,-123.101592
49.774793,-123.152497
49.805390,-123.113460
49.740470,-123.025372
49.736269,-123.097378
49.802187,-123.080364
49.799948,-123.115592
49.766097,-123.150143
49.826733,-123.129984
49.735786,-123.141202
49.719437,-123.095063
49.780433,-123.124427
49.798338,-123.158655
49.721927,-123.095393
49.749206,-123.105841
49.759939,-123.097916
49.774964,-123.087919
49.800686,-123.176495
49.703636,-123.020289
49.747293,-123.098749
49.720990,-123.078061
49.790173,-123.149465
49.720554,-123.154662
49.700184,-123.152851
49.727685,-123.145372
49.738498,-123.105165
49.815558,-123.169256
49.779733,-123.100434
49.725921,-123.148602
49.703627,-123.087170
49.739710,-123.117599
49.737828,-123.112896
49.796341,-123.135060
49.732635,-123.138218
49.711100,-123.095788
49.728067,-123.130495
49.743877,-123.104730
49.726668,-123.092165
49.695080,-123.144261
49.731610,-123.145036
49.778844,-123.166890
49.704779,-123.146199
49.717366,-122.999735
49.773241,-123.152841
49.749468,-123.114583
49.810225,-123.100793
49.720660,-123.085442
49.746909,-123.133869
49.711705,-123.029344
49.865712,-123.237204
49.807402,-123.094152
49.837605,-123.098223
49.703976,-123.102810
49.802662,-123.160586
49.742937,-123.103231
49.817188,-123.093847
49.805656,-123.173412
49.854168,-123.067963
49.818837,-123.154277
49.721205,-123.144375
49.704786,-123.146468
49.739090,-123.102904
49.831485,-123.082441
49.869123,-123.136415
49.740321,-123.109043
49.779300,-123.107251
49.750401,-123.075664
49.745913,-123.107020
49.762767,-123.165718
49.700864,-123.141258
49.748909,-123.133638
49.718762,-123.082446
49.800937,-123.158436
49.807412,-123.100164
49.805477,-123.109488
49.844901,-123.074192
49.729350,-123.152539
49.712390,-123.066234
49.750026,-123.075098
49.809742,-123.205059
49.827219,-123.119132
49.830541,-123.192236
49.815168,-123.120140
49.742534,-123.112816
49.718097,-123.024234
49.804482,-123.064373
49.793137,-123.163567
49.790408,-123.177896
49.704351,-123.148453
49.726453,-123.121435
49.709563,-123.087581
49.832148,-123.184699
49.875513,-123.229988
49.822119,-123.120564
49.795951,-123.162024
49.782785,-123.160418
49.690784,-123.108825
49.822745,-123.091236
49.732884,-123.143011
